"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article		ESRF13BR1204	Portugal/Germany	Braz Fernandes F.M., Mahesh K.K., Martins R.M.S., Silva R.J.C., Baehtz C., von Borany J.	Simultaneous probing of phase transformations in Ni-Ti thin film shape memory alloy by synchrotron radiation-based X-ray diffraction and electrical resistivity	Materials Characterization	76	35-38	2013	BM20	ESRF (Grenoble)	MA-895	10.1016/j.matchar.2012.11.009		WOS:000315366200005
Journal article		ESRF13BR1942	France (not ESRF)/Switzerland	Breyton C., Flayhan A., Gabel F., Lethier M., Durand G., Boulanger P., Chami M., Ebel C.	Assessing the conformational changes of pb5, the receptor-binding protein of phage T5, upon binding to its Escherichia coli receptor FhuA	Journal of Biological Chemistry	288	30763-30772	2013	ID14-3_BIOSAXS	ESRF (Grenoble)		10.1074/jbc.M113.501536		WOS:000329868100076
Book chapter		ESRF13BR1297	Portugal	Brito J.A., Archer M.	X-ray Crystallography					ID14-1	ESRF (Grenoble)/SLS (PSI) (Villigen)		10.1016/B978-0-444-56351-4.00009-9		
Journal article	OA	ESRF13BR1504	France (not ESRF)/The Netherlands	Brockhauser S., Ravelli R.B.G., McCarthy A.A.	The use of a mini-κ goniometer head in macromolecular crystallography diffraction experiments	Acta Crystallographica D	69	1241-1251	2013		ESRF (Grenoble)		10.1107/S0907444913003880		WOS:000320712800007
Journal article	OA	ESRF13BR1164	UK/Denmark	Brown A., Turner L., Christoffersen S., Andrews K.A., Szestak T., Zhao Y., Larsen S., Craig A.G., Higgins M.K.	Molecular architecture of a complex between an adhesion protein from the malaria parasite and intracellular adhesion molecule 1	Journal of Biological Chemistry	288	5992-6003	2013	ID14-3_BIOSAXS	ESRF (Grenoble)	MX-1549	10.1074/jbc.M112.416347		WOS:000315342500067
Journal article		ESRF13BR1639	Germany	Bruns D., Lindemann S.R., Kuepper K., Schemme T., Wollschläger J.	Fe3O4 films on Ag(001)-Generation of high-quality epitaxial ferrimagnetic metal oxide films	Applied Physics Letters	103	052401-1-052401-4	2013	BM25	ESRF (Grenoble)	SI-2444	10.1063/1.4816787		WOS:000322723000046
Article from Conference in a Book		ESRF13BU9017	Italy	Buffagni E., Bonnini E., Zappettini A., Guadalupi G.M., Rossi F., Ferrari C.	Crystal bending by surface damaging in mosaic GaAs crystals for the LAUE project	Proceedings SPIE	8861	88610E-1-88610E-7	2013	ID15A_HEX	ESRF (Grenoble)		10.1117/12.2024546		
Journal article		ESRF13BU1112	Croatia/Germany/Slovenia/Italy/Czech Republic	Buljan M., Radic N., Ivanda M., Bogdanovic-Radovic I., Karlusic M., Grenzer J., Prucnal S., Dražíć G., Pletikapic G., Svetlicic V., Jercinovic M., Bernstorff S., Holý V.	Ge quantum dot lattices in Al2O3 multilayers	Journal of Nanoparticle Research	15	1485-1-1485-13	2013	BM20	ESRF (Grenoble)		10.1007/s11051-013-1485-9		WOS:000318551300030
Journal article		ESRF13BU1356	Croatia/Germany/Czech Republic/Italy	Buljan M., Roshchupkina O., Santic A., Holý V., Baehtz C., Mücklich A., Horák L., Vales V., Radic N., Bernstorff S., Grenzer J.	Growth of a three-dimensional anisotropic lattice of Ge quantum dots in an amorphous alumina matrix	Journal of Applied Crystallography	46	709-715	2013	BM20	ESRF (Grenoble)/ELETTRA (Triestre)	SI-1251	10.1107/S0021889813008182		WOS:000318943300015
Journal article		ESRF13BU1213	UK/Germany	Bull D.J., Helfen L., Sinclair I., Spearing S.M., Baumbach T.	A comparison of multi-scale 3D X-ray tomographic inspection techniques for assessing carbon fibre composite impact damage	Composites Science and Technology	75	55-61	2013	ID19	ESRF (Grenoble)		10.1016/j.compscitech.2012.12.006		WOS:000314736900009
Journal article		ESRF13BU1311	UK	Bull D.J., Sinclair I., Spearing S.M.	Partial volume correction for approximating crack opening displacements in CFRP material obtained from micro-focus X-ray CT scans	Composites Science and Technology	81	9-16	2013	ID19	ESRF (Grenoble)		10.1016/j.compscitech.2013.03.017		WOS:000320085500002
Journal article		ESRF13BU1379	France (not ESRF)/Spain	Bunau O., Calandra M.	Projector augmented wave calculation of x-ray absorption spectra at the L2,3 edges	Physical Review B	87	205105-1-205105-12	2013	ID8	ESRF (Grenoble)		10.1103/PhysRevB.87.205105		WOS:000318473200001
Journal article		ESRF13CA1703	Spain/South Africa	Cabrera I., Elizondo E., Esteban O., Corchero J.L., Melgarejo M., Pulido D., Córdoba A., Moreno E., Unzueta U., Vazquez E., Abasolo I., Schwartz Jr S., Villaverde A., Albericio F., Royo M., Garciá-Parajo M.F., Ventosa N., Veciana J.	Multifunctional nanovesicle-bioactive conjugates prepared by a one-step scalable method using CO2-expanded solvents	Nano Letters	13	3766-3774	2013	BM16	ESRF (Grenoble)		10.1021/nl4017072		WOS:000323241000051
Journal article		ESRF13CA9161	Belgium/The Netherlands	Cabus S., Bogaerts K., van Mechelen J., Smet M., Goderis B.	Monotropic polymorphism in ester-based phase change materials from fatty acids and 1,4-butanediol	Crystal Growth & Design	13	3438-3446	2013	BM26A	ESRF (Grenoble)		10.1021/cg400339z		WOS:000323020000022
Journal article	OA	ESRF13CA1628	UK/Germany	Caesar J.J.E., Wallich R., Kraiczy P., Zipfel P.F., Lea S.M.	Further structural insights into the binding of complement factor H by complement regulator-acquiring surface protein 1 (CspA) of Borrelia burgdorferi	Acta Crystallographica F	69	629-633	2013	ID23-2	ESRF (Grenoble)		10.1107/S1744309113012748		WOS:000319736000008
Book chapter		ESRF13CA1829	Belgium	Cagno S., Nuyts G., Schalm O., Caen J., Janssens K.	Novel methods of evaluation for the conservation of browned historical stained glass					ID19/ID21	ESRF (Grenoble)	EC-602	10.1002/9781118314234.ch31		
Journal article	OA	ESRF13CA1994	The Netherlands/Greece/UK	Caillat C., Pefani D.E., Gillespie P.J., Taraviras S., Blow J.J., Lygerou Z., Perrakis A.	The geminin and idas coiled coils preferentially form a heterodimer that inhibits geminin function in DNA replication licensing	Journal of Biological Chemistry	288	31624-31634	2013	ID14-3	ESRF (Grenoble)/HASYLAB (Hambourg)		10.1074/jbc.M113.491928		WOS:000330596200021
Journal article		ESRF13CA1844	USA/Norway/Czech Republic	Can M., Krucinska J., Zoppellaro G., Andersen N.H., Wedekind J.E., Hersleth H.P., Andersson K.K., Bren K.L.	Structural characterization of Nitrosomonas europaea cytochrome c-552 variants with marked differences in electronic structure	ChemBioChem	14	1828-1838	2013	BM1/ID29	CHESS (Ithaca, USA)/ESRF (Grenoble)/SLS (PSI) (Villigen)/HASYLAB (Hambourg)	MX-1201, 01-02-928	10.1002/cbic.201300118		WOS:000325851800018
Journal article		ESRF13CA9160	Italy	Canevari G., Re Depaolini S., Cucchi U., Bertrand J.A., Casale E., Perrera C., Forte B., Carpinelli P., Felder E.R.	Structural insight into maternal embryonic leucine zipper kinase (MELK) conformation and inhibition toward structure-based drug design	Biochemistry	52	6380-6387	2013	ID23-1	ESRF (Grenoble)		10.1021/bi4005864		WOS:000330099600009
Journal article	OA	ESRF13CA9057	UK/Germany	Canning P., Rea D., Morty R.E., Fülöp V.	Crystal structures of Trypanosoma brucei oligopeptidase B broaden the paradigm of catalytic regulation in prolyl oligopeptidase family enzymes	PloS One	8	e79349-1-e79349-10	2013	ID29	ESRF (Grenoble)/DIAMOND (Didcot)		10.1371/journal.pone.0079349		WOS:000327252100100
Journal article		ESRF13CA1253	Germany	Carlomagno T., Amata I., Codutti L., Falb M., Fohrer J., Masiewicz P., Simon B.	Structural principles of RNA catalysis in a 2'-5' Lariat-forming ribozyme	Journal of the American Chemical Society	135	4403-4411	2013	ID14-3_BIOSAXS	ESRF (Grenoble)		10.1021/ja311868t		WOS:000316774100035
Journal article		ESRF13CA1555	USA	Carroll S., Hao Y., Smith M., Sholokhova Y.	Development of scaling parameters to describe CO2-rock interactions within Weyburn-Midale carbonate flow units	International Journal of Greenhouse Gas Control	16	S185-S193	2013	ID19	ESRF (Grenoble)/ALS (Berkeley)		10.1016/j.ijggc.2012.12.026		WOS:000209308200017
Journal article		ESRF13CA1726	Germany	Carvajal-Nunez U., Prieur D., Janssen A., Wiss T., Cambriani A., Vermorel E., Scheinost A., Somers J.	Characterization of self-damaged (U,Pu)N fuel used in the NIMPHE program	Journal of Nuclear Materials	443	491-496	2013	BM20	ESRF (Grenoble)		10.1016/j.jnucmat.2013.07.069		WOS:000327905800068
Journal article		ESRF13CA1351	Spain/France (not ESRF)	Casañal A., Zander U., Dupeux F., Valpuesta V., Márquez J.A.	Purification, crystallization and preliminary X-ray analysis of the strawberry allergens Fra a 1E and Fra a 3 in the presence of catechin	Acta Crystallographica F	69	510-514	2013	ID14-1/ID14-4	ESRF (Grenoble)		10.1107/S1744309113006945		WOS:000319285100009
Journal article	OA	ESRF13CA9091	France (not ESRF)/Germany/Spain	Casañal A., Zander U., Muñoz C., Dupeux F., Luque I., Botella M.A., Schwab W., Valpuesta V., Márquez J.A.	The strawberry pathogenesis-related 10 (PR-10) Fra a proteins control flavonoid biosynthesis by binding to metabolic intermediates	Journal of Biological Chemistry	288	35322-35332	2013	ID14-1/ID14-4/ID23-2	ESRF (Grenoble)		10.1074/jbc.M113.501528		WOS:000329867600030
Journal article		ESRF13CA1044	Spain	Castarlenas R., Cunchillos C., Gómez-Bautista D., Jiménez M.V., Lahoz F.J., Miranda J.R., Oro L.A., Pérez-Torrente J.J.	Bis(hydrosulfido)-bridged dinuclear rhodium(I) complexes as a platform for the synthesis of trinuclear sulfido aggregates with the core [MRh2(µ3-S2)] (M = Rh, Ir, Pd, Pt, Ru)	Dalton Transactions	42	3471-3481	2013	BM16	ESRF (Grenoble)		10.1039/c2dt32680a		WOS:000314783300024
Article from Conference in a Book		ESRF13CA9184	France (not ESRF)	Castelier E., Palancher H., Richard A., Micha S., Goudeau P.	Déformations élastiques dans des échantillons polycristallins d'UO2 implantés en hélium : Mesures par micro diffraction Laue et modélisation élastique					BM32	ESRF (Grenoble)				
Journal article		ESRF13CA9153	UK	Castelletto V., Gouveia R.M., Connon C.J., Hamley I.W.	New RGD-peptide amphiphile mixtures containing a negatively charged diluent	Faraday Discussions	166	381-397	2013	BM29_BIOSAXS	ESRF (Grenoble)/Soleil (Orsay)	MX-1401	10.1039/c3fd00064h		WOS:000329305100024
Journal article	OA	ESRF13CA1185	Italy	Castellucci N., Sartor G., Calonghi N., Parolin C., Falini G., Tomasini C.	A peptidic hydrogel that may behave as a "Trojan Horse"	Beilstein Journal of Organic Chemistry	9	417-424	2013		ESRF (Grenoble)		10.3762/bjoc.9.44		WOS:000315411900001
Journal article		ESRF13CA1954	Italy	Casuscelli F., Ardini E., Avanzi N., Casale E., Cervi G., D'Anello M., Donati D., Faiardi D., Ferguson R.D., Fogliatto G., Galvani A., Marsiglio A., Mirizzi D.G., Montemartini M., Orrenius C., Papeo G., Piutti C., Salom B., Felder E.R.	Discovery and optimization of pyrrolo[1,2-a]pyrazinones leads to novel and selective inhibitors of PIM kinases	Bioorganic & Medicinal Chemistry	21	7364-7380	2013	ID14-4/ID23-2	ESRF (Grenoble)		10.1016/j.bmc.2013.09.054		WOS:000326374600011
Journal article		ESRF13CA1658	Germany	Cavlar T., Deimling T., Ablasser A., Hopfner K.P., Hornung V.	Species-specific detection of the antiviral small-molecule compound CMA by STING	EMBO Journal	32	1440-1450	2013		ESRF (Grenoble)/SLS (PSI) (Villigen)		10.1038/emboj.2013.86		WOS:000319123500010
Journal article		ESRF13CA1816	France (not ESRF)/Tunisia	Cayzac H.A., Saï K., Laiarinandrasana L.	Damage based constitutive relationships in semi-crystalline polymer by using multi-mechanisms model	International Journal of Plasticity	51	47-64	2013	ID19	ESRF (Grenoble)		10.1016/j.ijplas.2013.06.008		WOS:000326430300003
Journal article		ESRF13CE1472	Italy	Centomo P., Meneghini C., Zecca M.	Versatile plug flow catalytic cell for in situ transmission/fluorescence x-ray absorption fine structure measurements	Review of Scientific Instruments	84	054102-1-054102-5	2013	BM8	DIAMOND (Didcot)/ELETTRA (Triestre)/ESRF (Grenoble)		10.1063/1.4807287		WOS:000319999300043
Journal article		ESRF13CE1769	Switzerland/Slovenia/Slovakia/Denmark	Cerný R., Schouwink P., Sadikin Y., Stare K., Smrcok L., Richter B., Jensen T.R.	Trimetallic borohydride Li3MZn5(BH4)15 (M = Mg, Mn) containing two weakly interconnected frameworks	Inorganic Chemistry	52	9941-9947	2013	BM1	ESRF (Grenoble)		10.1021/ic401139k		WOS:000326129000029
Journal article		ESRF13CH9036	France (not ESRF)/Germany/Switzerland	Chandrappa R.K., Ochsenbein P., Martineau C., Bonin M., Althoff G., Engelke F., Malandrini H., Castro B., El Hajji M., Taulelle F.	Polymorphism in xaliproden (SR57746A): An X-ray diffraction, calorimetric, and solid-state NMR investigation	Crystal Growth & Design	13	4678-4687	2013	ID31	ESRF (Grenoble)		10.1021/cg400441r		WOS:000326775000009
Journal article		ESRF13CH1517	USA/Germany	Chang A., Schiebel J., Yu W., Bommineni G.R., Pan P., Baxter M.V., Khanna A., Sotriffer C.A., Kisker C., Tonge P.J.	Rational optimization of drug-target residence time: Insights from inhibitor binding to the Staphylococcus aureus FabI enzyme-product complex	Biochemistry	52	4217-4228	2013	ID14-1/ID29	BESSY (Germany)/ESRF (Grenoble)		10.1021/bi400413c		WOS:000320748300010
Journal article		ESRF13CH1398	China	Chang Z., Wang S.H.	Constraints on spacetime anisotropy and Lorentz violation from the GRAAL experiment	European Physical Journal C	73	2337-1-2337-7	2013	BM7	ESRF (Grenoble)		10.1140/epjc/s10052-013-2337-6		WOS:000318289600036
Journal article		ESRF13CH9075	Italy/UK/USA/Norway/Germany	Chavan S., Bonino F., Valenzano L., Civalleri B., Lamberti C., Acerbi N., Cavka J.H., Leistner M., Bordiga S.	Fundamental aspects of H2S adsorption on CPO-27-Ni	Journal of Physical Chemistry C	117	15615-15622	2013	ID26	ESRF (Grenoble)		10.1021/jp402440u		WOS:000322807500018
Journal article	OA	ESRF13CH1501	Sweden/Singapore	Chen M.W., Lohkamp B., Schnell R., Lescar J., Schneider G.	Substrate channel flexibility in Pseudomonas aeruginosa MurB accommodates two distinct substrates	PloS One	8	e66936-1-e66936-10	2013	ID14-1/ID14-4	ESRF (Grenoble)		10.1371/journal.pone.0066936		WOS:000320846500114
Journal article	OA	ESRF13CH1407	USA/Spain	Chen Y.T., Tascón I., Neunuebel M.R., Pallara C., Brady J., Kinch L.N., Fernández-Recio J., Rojas A.L., Machner M.P., Hierro A.	Structural basis for Rab1 De-AMPylation by the Legionella pneumophila effector SidD	PLoS Pathogens	9	e1003382-1-e1003382-14	2013	ID23-1/ID23-2/ID29	ESRF (Grenoble)/Soleil (Orsay)	MX-7512, MX-8302	10.1371/journal.ppat.1003382		WOS:000320032800054
Journal article	OA	ESRF13CH1409	France (not ESRF)/Germany	Chenavas S., Estrozi L.F., Slama-Schwok A., Delmas B., Di Primo C., Baudin F., Li X., Crépin T., Ruigrok R.W.H.	Monomeric nucleoprotein of influenza A Virus	PLoS Pathogens	9	e1003275-1-e1003275-10	2013	ID14-4	ESRF (Grenoble)		10.1371/journal.ppat.1003275		WOS:000316953800058
Journal article		ESRF13CH1640	France (not ESRF)	Cherrier M.V., Engilberge S., Amara P., Chevalley A., Salmain M., Fontecilla-Camps J.C.	Structural basis for enantioselectivity in the transfer hydrogenation of a ketone catalyzed by an artificial metalloenzyme	European Journal of Inorganic Chemistry	2013	3596-3600	2013	ID29	ESRF (Grenoble)		10.1002/ejic.201300592		WOS:000321632100008
Journal article		ESRF13CH1388	France (not ESRF)/Germany	Chevreau H., Devic T., Salles F., Maurin G., Stock N., Serre C.	Mixed-linker hybrid superpolyhedra for the production of a series of large-pore iron(III) carboxylate metal-organic frameworks	Angewandte Chemie International Edition	52	5056-5060	2013	BM1A	ESRF (Grenoble)		10.1002/anie.201300057		WOS:000318799800009
Journal article		ESRF13CH1360	France (not ESRF)	Cheynis F., Leroy F., Passanante T., Müller P.	Agglomeration dynamics of germanium islands on a silicon oxide substrate: A grazing incidence small-angle x-ray scattering study	Applied Physics Letters	102	161603-1-161603-4	2013	BM32	ESRF (Grenoble)		10.1063/1.4802843		WOS:000318269300020
Journal article		ESRF13CH9108	UK/USA	Chillakuri C.R., Sheppard D., Ilagan M.X.G., Holt L.R., Abbott F., Liang S., Kopan R., Handford P.A., Lea S.M.	Structural analysis uncovers lipid-binding properties of notch ligands	Cell Reports	5	861-867	2013	ID29	ESRF (Grenoble)		10.1016/j.celrep.2013.10.029		WOS:000328266000001
Journal article		ESRF13CH1089	USA/France (not ESRF)/Spain	Chopra S., Palencia A., Virus C., Tripathy A., Temple B.R., Velázquez-Campoy A., Cusack S., Reader J.S.	Plant tumour biocontrol agent employs a tRNA-dependent mechanism to inhibit leucyl-tRNA synthetase	Nature Communications	4	1417-1-1417-9	2013	ID14-4	ESRF (Grenoble)		10.1038/ncomms2421		WOS:000316614600087
Journal article		ESRF13CH1694	UK	Choudhury H.G., Beis K.	The dimeric form of the unphosphorylated response regulator BaeR	Protein Science	22	1287-1293	2013	ID14-4	ESRF (Grenoble)/DIAMOND (Didcot)		10.1002/pro.2311		WOS:000323410100013
Journal article		ESRF13CH9156	UK/Spain/Singapore/Korea	Chowdhury R., Candela-Lena J.I., Chan M.C., Greenald D.J., Yeoh K.K., Tian Y.M., McDonough M.A., Tumber A., Rose N.R., Conejo-García A., Demetriades M., Mathavan S., Kawamura A., Lee M.K., van Eeden F., Pugh C.W., Ratcliffe P.J., Schofield C.J.	Selective small molecule probes for the hypoxia inducible factor (HIF) prolyl hydroxylases	ACS Chemical Biology	8	1488-1496	2013	BM14	ESRF (Grenoble)		10.1021/cb400088q		WOS:000322210100018
Journal article		ESRF13CH1003	The Netherlands	Chubar N., Visser T., Avramut C., De Waard H.	Sorption and precipitation of Mn2+ by viable and autoclaved Shewanella putrefaciens: Effect of contact time	Geochimica et Cosmochimica Acta	100	232-250	2013	BM26A	ESRF (Grenoble)	26-01-794	10.1016/j.gca.2012.09.051		WOS:000312102100013
Journal article		ESRF13CH1875	Russia/Germany/The Netherlands	Chumakov A.P., Roslyakov I.V., Napol'skii K.S., Eliseev A.A., Lukashin A.V., Eckerlebe H., Bouwman W.G., Belov D.V., Okorokov A.I., Grigoriev S.V.	Influence of substrate microstructure on longitudinal correlation length of porous system of anodic alumina: Small-angle scattering study	Nanotechnologies in Russia	8	631-638	2013	BM26B	ESRF (Grenoble)		10.1134/S1995078013050029		
Journal article		ESRF13CI1560	Italy/Belgium	Ciaccio C., Pesce A., Tundo G.R., Tilleman L., Bertolacci L., Dewilde S., Moens L., Ascenzi P., Bolognesi M., Nardini M., Coletta M.	Functional and structural roles of the N-terminal extension in Methanosarcina acetivorans protoglobin	Biochimica et Biophysica Acta	1834	1813-1823	2013	ID14-4	ESRF (Grenoble)		10.1016/j.bbapap.2013.02.026		WOS:000323191800016
Journal article		ESRF13CI1130	Italy/Germany	Cicconi M.R., Giuli G., Paris E., Courtial P., Dingwell D.B.	XAS investigation of rare earth elements in sodium disilicate glasses	Journal of Non-Crystalline Solids	362	162-168	2013	ID26	ESRF (Grenoble)		10.1016/j.jnoncrysol.2012.11.035		WOS:000315935500025
Journal article		ESRF13CI1656	Germany	Civril F., Deimling T., de Oliveira Mann C.C., Ablasser A., Moldt M., Witte G., Hornung V., Hopfner K.P.	Structural mechanism of cytosolic DNA sensing by cGAS	Nature	498	332-337	2013		ESRF (Grenoble)/PETRA III/SLS (PSI) (Villigen)		10.1038/nature12305		WOS:000320592900033
Journal article		ESRF13CL9129	Denmark/France (not ESRF)	Clausen J.D., Bublitz M., Arnou B., Montigny C., Jaxel C., Møller J.V., Nissen P., Andersen J.P., le Maire M.	SERCA mutant E309Q binds two Ca2+ ions but adopts a catalytically incompetent conformation	EMBO Journal	32	3231-3243	2013	ID23-1	ESRF (Grenoble)/SLS (PSI) (Villigen)		10.1038/emboj.2013.250		WOS:000328278200013
Journal article		ESRF13CL1395	Austria	Clemens H., Mayer S.	Design, processing, microstructure, properties, and applications of advanced intermetallic TiAl alloys	Advanced Engineering Materials	15	191-215	2013		ESRF (Grenoble)/HASYLAB (Hambourg)		10.1002/adem.201200231		WOS:000318313200001
Journal article		ESRF13CO1557	France (not ESRF)/Germany	Cochain B., Neuville D.R., de Ligny D., Malki M., Testemale D., Pinet O., Richet P.	Dynamics of iron-bearing borosilicate melts: Effects of melt structure and composition on viscosity, electrical conductivity and kinetics of redox reactions	Journal of Non-Crystalline Solids	373-374	18-27	2013	BM30B	ESRF (Grenoble)/Soleil (Orsay)	30-02-854, 30-02-954	10.1016/j.jnoncrysol.2013.04.006		WOS:000321539500004
Journal article		ESRF13CO1188	France (not ESRF)	Cochain B., Pinet O., Richet P.	Diffusion of sodium ions driven by charge compensation as the rate-limiting step of internal redox reactions	Journal of Non-Crystalline Solids	365	23-26	2013	BM30B	ESRF (Grenoble)/Soleil (Orsay)	30-02-854 ,  30-02- 954	10.1016/j.jnoncrysol.2013.01.016		WOS:000316591800004
Journal article		ESRF13CO1447	Italy/France (not ESRF)	Coduri M., Scavini M., Brunelli M., Masala P.	In situ pair distribution function study on lanthanum doped ceria	Physical Chemistry Chemical Physics	15	8495-8505	2013	ID11/ID31	ESRF (Grenoble)		10.1039/c3cp44300k		WOS:000319006100007
Journal article		ESRF13CO1931	Spain	Colàs E., Grivé M., Rojo I., Duro L.	The effect of gluconate and EDTA on thorium solubility under simulated cement porewater conditions	Journal of Solution Chemistry	42	1680-1690	2013	BM20	ESRF (Grenoble)		10.1007/s10953-013-0054-2		WOS:000324241100011
Book chapter		ESRF13CO1882	France (not ESRF)	Collet E., Lorenc M., Cailleau H., Buron-Le Cointe M.	Structural aspects of light-excited states					ID9B	ESRF (Grenoble)		10.1016/B978-0-08-097774-4.00906-2		
Journal article		ESRF13CO1291	France (not ESRF)	Collette F.M., Thominette F., Mendil-Jakani H., Gébel G.	Structure and transport properties of solution-cast Nafion® membranes subjected to hygrothermal aging	Journal of Membrane Science	435	242-252	2013	BM2	ESRF (Grenoble)		10.1016/j.memsci.2013.02.002		WOS:000317387400025
Journal article		ESRF13CO1956	UK/USA/France (not ESRF)	Collins D.M., Yan L., Marquis E.A., Connor L.D., Ciardiello J.J., Evans A.D., Stone H.J.	Lattice misfit during ageing of a polycrystalline nickel-base superalloy	Acta Materialia	61	7791-7804	2013	ID31	ESRF (Grenoble)	MA-786	10.1016/j.actamat.2013.09.018		WOS:000328179700026
Journal article		ESRF13CO1701	Spain/Greece/France (not ESRF)/UK	Colodrero R.M.P., Angeli G.K., Bazaga-Garcia M., Olivera-Pastor P., Villemin D., Losilla E.R., Martos E.Q., Hix G.B., Aranda M.A.G., Demadis K.D., Cabeza A.	Structural variability in multifunctional metal xylenediaminetetraphosphonate hybrids	Inorganic Chemistry	52	8770-8783	2013	ID31	ESRF (Grenoble)		10.1021/ic400951s		WOS:000322863300061
Journal article		ESRF13CO1455	Cuba/UK	Comas-Rojas H., Enríquez-Victorero C., Roser S.J., Edler K.J., Pérez-Gramatges A.	Self-assembly and phase behaviour of PEI : Cationic surfactant aqueous mixtures forming mesostructured films at the air/solution interface	Soft Matter	9	4003-4014	2013	ID10B/ID10_Surf	ESRF (Grenoble)		10.1039/c3sm27541h		WOS:000316573400012
Journal article		ESRF13CO1435	France (not ESRF)	Communie G., Crépin T., Maurin D., Jensen M.R., Blackledge M., Ruigrok R.W.H.	Structure of the tetramerization domain of measles virus phosphoprotein	Journal of Virology	87	7166-7169	2013	ID23-2	ESRF (Grenoble)		10.1128/JVI.00487-13		WOS:000319508600059
Journal article	OA	ESRF13CO1873	France (not ESRF)	Communie G., Habchi J., Yabukarski F., Blocquel D., Schneider R., Tarbouriech N., Papageorgiou N., Ruigrok R.W.H., Jamin M., Jensen M.R., Longhi S., Blackledge M.	Atomic resolution description of the interaction between the nucleoprotein and phosphoprotein of Hendra virus	PLoS Pathogens	9	e1003631-1-e1003631-14	2013	ID14-4	ESRF (Grenoble)		10.1371/journal.ppat.1003631		WOS:000324922300044
Journal article		ESRF13CO1660	Italy	Conterosito E., Croce G., Palin L., Pagano C., Perioli L., Viterbo D., Boccaleri E., Paul G., Milanesio M.	Structural characterization and thermal and chemical stability of bioactive molecule-hydrotalcite (LDH) nanocomposites	Physical Chemistry Chemical Physics	15	13418-13433	2013	BM1B	ESRF (Grenoble)	CH-2234	10.1039/c3cp51235e		WOS:000322401600020
Journal article		ESRF13RO1861	Italy	Correale S., Ruggiero A., Capparelli R., Pedone E., Berisio R.	Structures of free and inhibited forms of the L,D-transpeptidase LdtMt1 from Mycobacterium tuberculosis	Acta Crystallographica D	69	1697-1706	2013	BM14	ESRF (Grenoble)		10.1107/S0907444913013085		WOS:000324818000007
Journal article		ESRF13CO1103	Italy	Correale S., Ruggiero A., Pedone E., Berisio R.	Expression, purification, crystallization and preliminary X-ray crystallographic analysis of the L,D-transpeptidase LdtMt1 from Mycobacterium tuberculosis	Acta Crystallographica F	69	253-256	2013	BM14	ESRF (Grenoble)		10.1107/S1744309112052141		WOS:000316745000007
Journal article		ESRF13CO1785	France (not ESRF)/Italy	Costi R., Cuzzucoli Crucitti G., Pescatori L., Messore A., Scipione L., Tortorella S., Amoroso A., Crespan E., Campiglia P., Maresca B., Porta A., Granata I., Novellino E., Gouge J., Delarue M., Maga G., Di Santo R.	New nucleotide-competitive non-nucleoside inhibitors of terminal deoxynucleotidyl transferase: Discovery, characterization and crystal structure in complex with the target	Journal of Medicinal Chemistry	56	7431-7441	2013	ID23-1/ID23-2	ESRF (Grenoble)/Soleil (Orsay)		10.1021/jm4010187		WOS:000330097700023
Journal article	OA	ESRF13CO9198	UK/USA	Cottee M.A., Muschalik N., Wong Y.L., Johnson C.M., Johnson S., Andreeva A., Oegema K., Lea S.M., Raff J.W., van Breugel M.	Crystal structures of the CPAP/STIL complex reveal its role in centriole assembly and human microcephaly	eLife	2	e01071-1-e01071-23	2013	ID14-3_BIOSAXS/ID23-1	ESRF (Grenoble)		10.7554/eLife.01071		WOS:000328627100003
Journal article		ESRF13CO1650	Belgium/USA	Couet S., Peelaers H., Trekels M., Houben K., Hu M.Y., Zhao J.Y., Bi W., Alp E.E., Menéndez E., Partoens B., Peeters F.M., Van Bael M.J., Vantomme A., Temst K.	Interplay between lattice dynamics and superconductivity in Nb3Sn thin films	Physical Review B	88	045437-1-045437-7	2013	ID22N	ESRF (Grenoble)		10.1103/PhysRevB.88.045437		WOS:000322529900004
Journal article		ESRF13CO1486	USA/Canada/France (not ESRF)	Couture R.M., Rose J., Kumar N., Mitchell K., Wallschläger D., Van Cappellen P.	Sorption of arsenite, arsenate, and thioarsenates to iron oxides and iron sulfides: A kinetic and spectroscopic investigation	Environmental Science and Technology	47	5652-5659	2013	BM30B	ESRF (Grenoble)		10.1021/es3049724		WOS:000320097400020
Journal article		ESRF13CO1363	France (not ESRF)/Sweden	Couturier M., Roussel A., Rosengren Å., Leone P., Stålbrand H., Berrin J.G.	Structural and biochemical analyses of glycoside hydrolase families 5 and 26 ß -(1,4)-mannanases from Podospora anserina reveal differences upon manno-oligosaccharide catalysis	Journal of Biological Chemistry	288	14624-14635	2013	ID14-4/ID29	ESRF (Grenoble)/Soleil (Orsay)		10.1074/jbc.M113.459438		WOS:000319253500062
